date,precipitation,temp_max,temp_min,wind,weather,cycle,Drizzle,Rain,Sun,Snow,Fog
2/27/14,0,12.8,4.4,2.3,sun,2/27/90,#N/A,#N/A,12.8,#N/A,#N/A
2/28/14,0,14.4,4.4,5.9,sun,2/28/90,#N/A,#N/A,14.4,#N/A,#N/A
3/1/14,0.5,7.2,4.4,4.7,rain,3/1/90,#N/A,7.2,#N/A,#N/A,#N/A
3/2/14,19.1,11.1,2.8,5.7,rain,3/2/90,#N/A,11.1,#N/A,#N/A,#N/A
3/3/14,10.7,14.4,8.9,5.1,rain,3/3/90,#N/A,14.4,#N/A,#N/A,#N/A
3/4/14,16.5,13.9,7.8,3.9,rain,3/4/90,#N/A,13.9,#N/A,#N/A,#N/A
3/5/14,46.7,15.6,10.6,3.9,rain,3/5/90,#N/A,15.6,#N/A,#N/A,#N/A
3/6/14,3,13.3,10,6.2,rain,3/6/90,#N/A,13.3,#N/A,#N/A,#N/A
3/7/14,0,15.6,8.9,4.2,sun,3/7/90,#N/A,#N/A,15.6,#N/A,#N/A
3/8/14,32.3,12.8,6.7,2.7,rain,3/8/90,#N/A,12.8,#N/A,#N/A,#N/A
3/9/14,4.3,15,9.4,4.3,rain,3/9/90,#N/A,15,#N/A,#N/A,#N/A
3/10/14,18.8,12.2,6.1,2.2,rain,3/10/90,#N/A,12.2,#N/A,#N/A,#N/A
3/11/14,0,14.4,4.4,2.3,fog,3/11/90,#N/A,#N/A,#N/A,#N/A,14.4
3/12/14,0,16.1,3.3,1.9,fog,3/12/90,#N/A,#N/A,#N/A,#N/A,16.1
3/13/14,0.5,13.9,5,2.5,rain,3/13/90,#N/A,13.9,#N/A,#N/A,#N/A
3/14/14,6.9,14.4,8.3,6.1,rain,3/14/90,#N/A,14.4,#N/A,#N/A,#N/A
3/15/14,8.1,16.7,4.4,3,rain,3/15/90,#N/A,16.7,#N/A,#N/A,#N/A
3/16/14,27.7,10.6,4.4,3.8,rain,3/16/90,#N/A,10.6,#N/A,#N/A,#N/A
3/17/14,0.3,10,2.8,3.2,rain,3/17/90,#N/A,10,#N/A,#N/A,#N/A
3/18/14,0,10,3.3,1.6,sun,3/18/90,#N/A,#N/A,10,#N/A,#N/A
3/19/14,0.5,11.1,3.3,5.1,rain,3/19/90,#N/A,11.1,#N/A,#N/A,#N/A
3/20/14,0,11.1,1.7,3,sun,3/20/90,#N/A,#N/A,11.1,#N/A,#N/A
3/21/14,0,10.6,2.8,3.8,sun,3/21/90,#N/A,#N/A,10.6,#N/A,#N/A
3/22/14,0,11.1,1.1,1.8,sun,3/22/90,#N/A,#N/A,11.1,#N/A,#N/A
3/23/14,0,12.8,4.4,3.3,sun,3/23/90,#N/A,#N/A,12.8,#N/A,#N/A
3/24/14,0,18.9,2.8,2.2,sun,3/24/90,#N/A,#N/A,18.9,#N/A,#N/A
3/25/14,4.1,13.9,6.7,4.4,rain,3/25/90,#N/A,13.9,#N/A,#N/A,#N/A
3/26/14,3.6,11.1,5.6,2.4,rain,3/26/90,#N/A,11.1,#N/A,#N/A,#N/A
3/27/14,0.3,12.2,6.7,2.8,rain,3/27/90,#N/A,12.2,#N/A,#N/A,#N/A
3/28/14,22.1,11.7,7.2,3.9,rain,3/28/90,#N/A,11.7,#N/A,#N/A,#N/A
3/29/14,14,11.7,7.2,5.1,rain,3/29/90,#N/A,11.7,#N/A,#N/A,#N/A
3/30/14,0,11.1,5,5.1,sun,3/30/90,#N/A,#N/A,11.1,#N/A,#N/A
3/31/14,0,15.6,2.2,3.8,sun,3/31/90,#N/A,#N/A,15.6,#N/A,#N/A
4/1/14,0,14.4,6.7,2.8,sun,4/1/90,#N/A,#N/A,14.4,#N/A,#N/A
4/2/14,0,14.4,5.6,4.2,sun,4/2/90,#N/A,#N/A,14.4,#N/A,#N/A
4/3/14,2.5,13.3,6.1,3.9,rain,4/3/90,#N/A,13.3,#N/A,#N/A,#N/A
4/4/14,0,12.8,6.1,4.7,sun,4/4/90,#N/A,#N/A,12.8,#N/A,#N/A
4/5/14,4.6,11.7,7.8,4.3,rain,4/5/90,#N/A,11.7,#N/A,#N/A,#N/A
4/6/14,0,13.9,8.3,2.6,sun,4/6/90,#N/A,#N/A,13.9,#N/A,#N/A
4/7/14,0,21.1,9.4,2.5,sun,4/7/90,#N/A,#N/A,21.1,#N/A,#N/A
4/8/14,4.6,15.6,8.3,4.2,rain,4/8/90,#N/A,15.6,#N/A,#N/A,#N/A
4/9/14,0,14.4,6.7,2.9,sun,4/9/90,#N/A,#N/A,14.4,#N/A,#N/A
4/10/14,0,15,6.7,3.6,sun,4/10/90,#N/A,#N/A,15,#N/A,#N/A
4/11/14,0,17.2,5,2.8,sun,4/11/90,#N/A,#N/A,17.2,#N/A,#N/A
4/12/14,0,16.1,7.8,4.4,sun,4/12/90,#N/A,#N/A,16.1,#N/A,#N/A
4/13/14,0,20.6,5.6,3.1,sun,4/13/90,#N/A,#N/A,20.6,#N/A,#N/A
4/14/14,0,20,5.6,2.6,sun,4/14/90,#N/A,#N/A,20,#N/A,#N/A
4/15/14,0.5,14.4,7.8,4,rain,4/15/90,#N/A,14.4,#N/A,#N/A,#N/A
4/16/14,10.9,11.1,8.9,4.6,rain,4/16/90,#N/A,11.1,#N/A,#N/A,#N/A
4/17/14,18.5,11.7,7.2,4.7,rain,4/17/90,#N/A,11.7,#N/A,#N/A,#N/A
4/18/14,0,14.4,5.6,3.8,sun,4/18/90,#N/A,#N/A,14.4,#N/A,#N/A
4/19/14,13.7,11.7,5.6,4.7,rain,4/19/90,#N/A,11.7,#N/A,#N/A,#N/A
4/20/14,0,15.6,5.6,2.7,sun,4/20/90,#N/A,#N/A,15.6,#N/A,#N/A
4/21/14,5.1,17.2,7.8,2.5,rain,4/21/90,#N/A,17.2,#N/A,#N/A,#N/A
4/22/14,14.2,12.2,5,4.2,rain,4/22/90,#N/A,12.2,#N/A,#N/A,#N/A
4/23/14,8.9,11.7,6.1,5,rain,4/23/90,#N/A,11.7,#N/A,#N/A,#N/A
4/24/14,12.4,13.9,6.1,5.3,rain,4/24/90,#N/A,13.9,#N/A,#N/A,#N/A
4/25/14,0,14.4,5.6,2.3,sun,4/25/90,#N/A,#N/A,14.4,#N/A,#N/A
4/26/14,3.3,15,5.6,3.9,rain,4/26/90,#N/A,15,#N/A,#N/A,#N/A
4/27/14,6.9,11.1,6.1,5.8,rain,4/27/90,#N/A,11.1,#N/A,#N/A,#N/A
4/28/14,0,16.1,4.4,2.6,sun,4/28/90,#N/A,#N/A,16.1,#N/A,#N/A
4/29/14,0,25,9.4,2.3,sun,4/29/90,#N/A,#N/A,25,#N/A,#N/A
4/30/14,0,27.8,9.4,3.9,sun,4/30/90,#N/A,#N/A,27.8,#N/A,#N/A
5/1/14,0,29.4,11.1,3,sun,5/1/90,#N/A,#N/A,29.4,#N/A,#N/A
5/2/14,0,18.3,10.6,4.7,sun,5/2/90,#N/A,#N/A,18.3,#N/A,#N/A
5/3/14,33.3,15,8.9,3.4,rain,5/3/90,#N/A,15,#N/A,#N/A,#N/A
5/4/14,16,14.4,8.9,4.2,rain,5/4/90,#N/A,14.4,#N/A,#N/A,#N/A
5/5/14,5.1,15.6,9.4,3.8,rain,5/5/90,#N/A,15.6,#N/A,#N/A,#N/A
5/6/14,0,16.7,8.3,2.6,sun,5/6/90,#N/A,#N/A,16.7,#N/A,#N/A
5/7/14,0,18.3,7.2,1.7,sun,5/7/90,#N/A,#N/A,18.3,#N/A,#N/A
5/8/14,13.7,13.9,9.4,3.4,rain,5/8/90,#N/A,13.9,#N/A,#N/A,#N/A
5/9/14,2,13.3,7.2,5.6,rain,5/9/90,#N/A,13.3,#N/A,#N/A,#N/A
5/10/14,0.5,15.6,7.2,2.1,rain,5/10/90,#N/A,15.6,#N/A,#N/A,#N/A
5/11/14,0,18.9,8.3,1.7,sun,5/11/90,#N/A,#N/A,18.9,#N/A,#N/A
5/12/14,0,24.4,9.4,2.7,sun,5/12/90,#N/A,#N/A,24.4,#N/A,#N/A
5/13/14,0,26.7,12.8,3.8,sun,5/13/90,#N/A,#N/A,26.7,#N/A,#N/A
5/14/14,0,27.8,13.3,3.3,sun,5/14/90,#N/A,#N/A,27.8,#N/A,#N/A
5/15/14,0,26.7,12.8,3,sun,5/15/90,#N/A,#N/A,26.7,#N/A,#N/A
5/16/14,0,20,11.7,4.1,sun,5/16/90,#N/A,#N/A,20,#N/A,#N/A
5/17/14,0,20,11.7,3.2,sun,5/17/90,#N/A,#N/A,20,#N/A,#N/A
5/18/14,0,20,10.6,3.2,sun,5/18/90,#N/A,#N/A,20,#N/A,#N/A
5/19/14,0,21.1,10,2.2,sun,5/19/90,#N/A,#N/A,21.1,#N/A,#N/A
5/20/14,0,22.2,10,2.7,sun,5/20/90,#N/A,#N/A,22.2,#N/A,#N/A
5/21/14,0,20,10.6,1.7,sun,5/21/90,#N/A,#N/A,20,#N/A,#N/A
5/22/14,0,24.4,11.7,2.5,sun,5/22/90,#N/A,#N/A,24.4,#N/A,#N/A
5/23/14,3.8,20,12.8,4,rain,5/23/90,#N/A,20,#N/A,#N/A,#N/A
5/24/14,0,18.3,11.1,2.4,sun,5/24/90,#N/A,#N/A,18.3,#N/A,#N/A
5/25/14,5.6,15,10.6,1.4,rain,5/25/90,#N/A,15,#N/A,#N/A,#N/A
5/26/14,0,18.3,11.1,4.5,sun,5/26/90,#N/A,#N/A,18.3,#N/A,#N/A
5/27/14,0,20,10,2.5,sun,5/27/90,#N/A,#N/A,20,#N/A,#N/A
5/28/14,0,18.9,10,3.4,sun,5/28/90,#N/A,#N/A,18.9,#N/A,#N/A
5/29/14,0,18.9,11.1,4.3,sun,5/29/90,#N/A,#N/A,18.9,#N/A,#N/A
5/30/14,0,20.6,8.9,4.5,sun,5/30/90,#N/A,#N/A,20.6,#N/A,#N/A
5/31/14,0,23.3,10,2.2,sun,5/31/90,#N/A,#N/A,23.3,#N/A,#N/A
6/1/14,0,22.2,10.6,2.3,sun,6/1/90,#N/A,#N/A,22.2,#N/A,#N/A
6/2/14,0,23.3,11.1,2.4,sun,6/2/90,#N/A,#N/A,23.3,#N/A,#N/A
6/3/14,0,18.3,11.1,3.2,sun,6/3/90,#N/A,#N/A,18.3,#N/A,#N/A
6/4/14,0,19.4,10,2.6,sun,6/4/90,#N/A,#N/A,19.4,#N/A,#N/A
6/5/14,0,22.2,10,2.4,sun,6/5/90,#N/A,#N/A,22.2,#N/A,#N/A
6/6/14,0,25,10.6,3.2,sun,6/6/90,#N/A,#N/A,25,#N/A,#N/A
6/7/14,0,24.4,13.3,3.1,sun,6/7/90,#N/A,#N/A,24.4,#N/A,#N/A
6/8/14,0,23.3,12.2,2.1,sun,6/8/90,#N/A,#N/A,23.3,#N/A,#N/A
6/9/14,0,21.1,13.3,3.6,sun,6/9/90,#N/A,#N/A,21.1,#N/A,#N/A
6/10/14,0,20,12.2,2.9,sun,6/10/90,#N/A,#N/A,20,#N/A,#N/A
6/11/14,0,23.9,11.1,2.7,sun,6/11/90,#N/A,#N/A,23.9,#N/A,#N/A
6/12/14,1.8,21.7,12.2,4,rain,6/12/90,#N/A,21.7,#N/A,#N/A,#N/A
6/13/14,6.4,15.6,11.1,5,rain,6/13/90,#N/A,15.6,#N/A,#N/A,#N/A
6/14/14,0,17.8,11.7,3.2,sun,6/14/90,#N/A,#N/A,17.8,#N/A,#N/A
6/15/14,0.5,18.3,10,3.6,rain,6/15/90,#N/A,18.3,#N/A,#N/A,#N/A
6/16/14,3.6,17.8,8.9,2.4,rain,6/16/90,#N/A,17.8,#N/A,#N/A,#N/A
6/17/14,1.3,17.8,10,3,rain,6/17/90,#N/A,17.8,#N/A,#N/A,#N/A
6/18/14,0,18.9,11.1,2.7,sun,6/18/90,#N/A,#N/A,18.9,#N/A,#N/A
6/19/14,0.8,25.6,11.7,3.7,rain,6/19/90,#N/A,25.6,#N/A,#N/A,#N/A
6/20/14,0.3,20,10,3.4,rain,6/20/90,#N/A,20,#N/A,#N/A,#N/A
6/21/14,0,22.2,10.6,3.6,sun,6/21/90,#N/A,#N/A,22.2,#N/A,#N/A
6/22/14,0,25,11.1,2.7,sun,6/22/90,#N/A,#N/A,25,#N/A,#N/A
6/23/14,0,25,13.3,2.5,sun,6/23/90,#N/A,#N/A,25,#N/A,#N/A
6/24/14,0,24.4,14.4,2.5,sun,6/24/90,#N/A,#N/A,24.4,#N/A,#N/A
6/25/14,0,26.1,13.9,2.4,sun,6/25/90,#N/A,#N/A,26.1,#N/A,#N/A
6/26/14,0,21.1,14.4,4.1,sun,6/26/90,#N/A,#N/A,21.1,#N/A,#N/A
6/27/14,1.8,21.1,13.9,4.5,rain,6/27/90,#N/A,21.1,#N/A,#N/A,#N/A
6/28/14,2.3,20,13.3,4.3,rain,6/28/90,#N/A,20,#N/A,#N/A,#N/A
6/29/14,0,20.6,12.8,3.2,sun,6/29/90,#N/A,#N/A,20.6,#N/A,#N/A
6/30/14,0,25.6,12.8,4.4,sun,6/30/90,#N/A,#N/A,25.6,#N/A,#N/A
7/1/14,0,34.4,15.6,3.5,sun,7/1/90,#N/A,#N/A,34.4,#N/A,#N/A
7/2/14,0,27.2,14.4,3.6,sun,7/2/90,#N/A,#N/A,27.2,#N/A,#N/A
7/3/14,0,21.7,13.9,3.1,sun,7/3/90,#N/A,#N/A,21.7,#N/A,#N/A
7/4/14,0,23.9,13.9,3.6,sun,7/4/90,#N/A,#N/A,23.9,#N/A,#N/A
7/5/14,0,24.4,13.3,2.2,fog,7/5/90,#N/A,#N/A,#N/A,#N/A,24.4
7/6/14,0,28.9,15,3,sun,7/6/90,#N/A,#N/A,28.9,#N/A,#N/A
7/7/14,0,27.2,17.8,4.1,fog,7/7/90,#N/A,#N/A,#N/A,#N/A,27.2
7/8/14,0,30,15.6,3.5,sun,7/8/90,#N/A,#N/A,30,#N/A,#N/A
7/9/14,0,26.7,13.9,2.3,sun,7/9/90,#N/A,#N/A,26.7,#N/A,#N/A
7/10/14,0,28.9,12.8,2.2,fog,7/10/90,#N/A,#N/A,#N/A,#N/A,28.9
7/11/14,0,31.1,15,2.2,sun,7/11/90,#N/A,#N/A,31.1,#N/A,#N/A
7/12/14,0,32.2,16.7,2.2,sun,7/12/90,#N/A,#N/A,32.2,#N/A,#N/A
7/13/14,0,29.4,15,2.6,sun,7/13/90,#N/A,#N/A,29.4,#N/A,#N/A
7/14/14,0,27.8,15,2.8,sun,7/14/90,#N/A,#N/A,27.8,#N/A,#N/A
7/15/14,0,31.1,13.9,2.3,sun,7/15/90,#N/A,#N/A,31.1,#N/A,#N/A
7/16/14,0,31.1,14.4,2.4,sun,7/16/90,#N/A,#N/A,31.1,#N/A,#N/A
7/17/14,0,26.7,13.9,3.7,sun,7/17/90,#N/A,#N/A,26.7,#N/A,#N/A
7/18/14,0,23.9,11.7,2.8,sun,7/18/90,#N/A,#N/A,23.9,#N/A,#N/A
7/19/14,0,25.6,15,5.4,fog,7/19/90,#N/A,#N/A,#N/A,#N/A,25.6
7/20/14,0,19.4,14.4,2.8,sun,7/20/90,#N/A,#N/A,19.4,#N/A,#N/A
7/21/14,0,23.9,13.3,2.2,sun,7/21/90,#N/A,#N/A,23.9,#N/A,#N/A
7/22/14,0.3,21.1,13.3,1.1,rain,7/22/90,#N/A,21.1,#N/A,#N/A,#N/A
7/23/14,19.3,18.9,13.3,3.3,rain,7/23/90,#N/A,18.9,#N/A,#N/A,#N/A
7/24/14,0,20.6,12.8,4.7,sun,7/24/90,#N/A,#N/A,20.6,#N/A,#N/A
7/25/14,0,22.8,12.2,2.7,sun,7/25/90,#N/A,#N/A,22.8,#N/A,#N/A
7/26/14,0,26.1,13.3,3.6,sun,7/26/90,#N/A,#N/A,26.1,#N/A,#N/A
7/27/14,0,28.3,15,4.1,sun,7/27/90,#N/A,#N/A,28.3,#N/A,#N/A
7/28/14,0,30.6,15,3.7,sun,7/28/90,#N/A,#N/A,30.6,#N/A,#N/A
7/29/14,0,30,15.6,2.8,sun,7/29/90,#N/A,#N/A,30,#N/A,#N/A
7/30/14,0,29.4,14.4,3.4,sun,7/30/90,#N/A,#N/A,29.4,#N/A,#N/A
7/31/14,0,30.6,17.8,4.1,sun,7/31/90,#N/A,#N/A,30.6,#N/A,#N/A
8/1/14,0,28.9,15,3.3,sun,8/1/90,#N/A,#N/A,28.9,#N/A,#N/A
8/2/14,0.5,29.4,15.6,1.7,rain,8/2/90,#N/A,29.4,#N/A,#N/A,#N/A
8/3/14,0,31.7,14.4,2.6,sun,8/3/90,#N/A,#N/A,31.7,#N/A,#N/A
8/4/14,0,32.8,16.1,2.6,sun,8/4/90,#N/A,#N/A,32.8,#N/A,#N/A
8/5/14,0,25,13.9,2.7,sun,8/5/90,#N/A,#N/A,25,#N/A,#N/A
8/6/14,0,26.1,15,2.2,fog,8/6/90,#N/A,#N/A,#N/A,#N/A,26.1
8/7/14,0,25.6,13.3,2.4,fog,8/7/90,#N/A,#N/A,#N/A,#N/A,25.6
8/8/14,0,25.6,13.3,2.9,sun,8/8/90,#N/A,#N/A,25.6,#N/A,#N/A
8/9/14,0,27.2,15.6,4.1,sun,8/9/90,#N/A,#N/A,27.2,#N/A,#N/A
8/10/14,0,30.6,13.9,3.4,sun,8/10/90,#N/A,#N/A,30.6,#N/A,#N/A
8/11/14,0.5,35.6,17.8,2.6,rain,8/11/90,#N/A,35.6,#N/A,#N/A,#N/A
8/12/14,12.7,27.2,17.2,3.1,rain,8/12/90,#N/A,27.2,#N/A,#N/A,#N/A
8/13/14,21.6,23.3,15,2.7,rain,8/13/90,#N/A,23.3,#N/A,#N/A,#N/A
8/14/14,0,21.1,17.2,0.6,sun,8/14/90,#N/A,#N/A,21.1,#N/A,#N/A
8/15/14,1,24.4,16.7,1.5,rain,8/15/90,#N/A,24.4,#N/A,#N/A,#N/A
8/16/14,0,25.6,15.6,2.2,sun,8/16/90,#N/A,#N/A,25.6,#N/A,#N/A
8/17/14,0,27.8,15,2.8,sun,8/17/90,#N/A,#N/A,27.8,#N/A,#N/A
8/18/14,0,29.4,15.6,3.3,sun,8/18/90,#N/A,#N/A,29.4,#N/A,#N/A
8/19/14,0,27.2,15.6,2.4,sun,8/19/90,#N/A,#N/A,27.2,#N/A,#N/A
8/20/14,0,21.7,13.9,3.6,sun,8/20/90,#N/A,#N/A,21.7,#N/A,#N/A
8/21/14,0,21.1,11.1,1.7,sun,8/21/90,#N/A,#N/A,21.1,#N/A,#N/A
8/22/14,0,23.9,13.3,2.9,sun,8/22/90,#N/A,#N/A,23.9,#N/A,#N/A
8/23/14,0,27.8,13.9,2,sun,8/23/90,#N/A,#N/A,27.8,#N/A,#N/A
8/24/14,0,25,13.3,2.3,sun,8/24/90,#N/A,#N/A,25,#N/A,#N/A
8/25/14,0,28.9,14.4,2,sun,8/25/90,#N/A,#N/A,28.9,#N/A,#N/A
8/26/14,0,31.1,15.6,1.8,sun,8/26/90,#N/A,#N/A,31.1,#N/A,#N/A
8/27/14,0,28.9,16.1,1.6,sun,8/27/90,#N/A,#N/A,28.9,#N/A,#N/A
8/28/14,0,23.3,14.4,2.3,sun,8/28/90,#N/A,#N/A,23.3,#N/A,#N/A
8/29/14,0,22.8,15,3.4,sun,8/29/90,#N/A,#N/A,22.8,#N/A,#N/A
8/30/14,8.4,17.8,15,2.2,rain,8/30/90,#N/A,17.8,#N/A,#N/A,#N/A
8/31/14,1.3,21.1,13.9,1.9,rain,8/31/90,#N/A,21.1,#N/A,#N/A,#N/A
9/1/14,0,23.3,12.8,2.5,sun,9/1/90,#N/A,#N/A,23.3,#N/A,#N/A
9/2/14,3,20,13.9,4.3,rain,9/2/90,#N/A,20,#N/A,#N/A,#N/A
9/3/14,0,20.6,12.8,2.7,sun,9/3/90,#N/A,#N/A,20.6,#N/A,#N/A
9/4/14,0,23.9,11.1,3.1,fog,9/4/90,#N/A,#N/A,#N/A,#N/A,23.9
9/5/14,0,27.8,13.9,6.5,fog,9/5/90,#N/A,#N/A,#N/A,#N/A,27.8
9/6/14,0,32.2,15,2.9,sun,9/6/90,#N/A,#N/A,32.2,#N/A,#N/A
9/7/14,0,28.3,13.3,2.1,sun,9/7/90,#N/A,#N/A,28.3,#N/A,#N/A
9/8/14,0,21.1,13.3,2.8,sun,9/8/90,#N/A,#N/A,21.1,#N/A,#N/A
9/9/14,0,21.7,13.3,2.3,sun,9/9/90,#N/A,#N/A,21.7,#N/A,#N/A
9/10/14,0,22.2,12.2,3.9,sun,9/10/90,#N/A,#N/A,22.2,#N/A,#N/A
9/11/14,0,24.4,12.8,5.3,sun,9/11/90,#N/A,#N/A,24.4,#N/A,#N/A
9/12/14,0,24.4,12.8,5.9,sun,9/12/90,#N/A,#N/A,24.4,#N/A,#N/A
9/13/14,0,28.3,10,4.2,sun,9/13/90,#N/A,#N/A,28.3,#N/A,#N/A
9/14/14,0,30,11.7,1.8,sun,9/14/90,#N/A,#N/A,30,#N/A,#N/A
9/15/14,0,30.6,12.2,1.2,sun,9/15/90,#N/A,#N/A,30.6,#N/A,#N/A
9/16/14,0,22.2,13.9,2.8,sun,9/16/90,#N/A,#N/A,22.2,#N/A,#N/A
9/17/14,0.5,22.8,14.4,2.3,rain,9/17/90,#N/A,22.8,#N/A,#N/A,#N/A
9/18/14,0.3,19.4,15,3.1,rain,9/18/90,#N/A,19.4,#N/A,#N/A,#N/A
9/19/14,0,23.9,16.1,2.8,sun,9/19/90,#N/A,#N/A,23.9,#N/A,#N/A
9/20/14,0,24.4,14.4,4.4,fog,9/20/90,#N/A,#N/A,#N/A,#N/A,24.4
9/21/14,0,26.1,12.8,3,sun,9/21/90,#N/A,#N/A,26.1,#N/A,#N/A
9/22/14,0.3,22.2,15,2.1,rain,9/22/90,#N/A,22.2,#N/A,#N/A,#N/A
9/23/14,18.3,18.9,14.4,2.5,rain,9/23/90,#N/A,18.9,#N/A,#N/A,#N/A
9/24/14,20.3,18.9,14.4,2.7,rain,9/24/90,#N/A,18.9,#N/A,#N/A,#N/A
9/25/14,4.3,21.7,14.4,2.5,rain,9/25/90,#N/A,21.7,#N/A,#N/A,#N/A
9/26/14,8.9,20,13.9,3.3,rain,9/26/90,#N/A,20,#N/A,#N/A,#N/A
9/27/14,0,20.6,11.7,3.2,fog,9/27/90,#N/A,#N/A,#N/A,#N/A,20.6
9/28/14,0,18.9,12.2,2,fog,9/28/90,#N/A,#N/A,#N/A,#N/A,18.9
9/29/14,0.8,16.7,11.1,3.5,rain,9/29/90,#N/A,16.7,#N/A,#N/A,#N/A
9/30/14,0,19.4,12.2,2.6,sun,9/30/90,#N/A,#N/A,19.4,#N/A,#N/A
10/1/14,0,18.3,11.1,2.1,sun,10/1/90,#N/A,#N/A,18.3,#N/A,#N/A
10/2/14,0,19.4,10,2,sun,10/2/90,#N/A,#N/A,19.4,#N/A,#N/A
10/3/14,0,22.2,8.9,1,sun,10/3/90,#N/A,#N/A,22.2,#N/A,#N/A
10/4/14,0,21.7,12.2,1.2,sun,10/4/90,#N/A,#N/A,21.7,#N/A,#N/A
10/5/14,0,23.9,11.7,1.4,fog,10/5/90,#N/A,#N/A,#N/A,#N/A,23.9
10/6/14,0,25.6,13.3,2.5,fog,10/6/90,#N/A,#N/A,#N/A,#N/A,25.6
10/7/14,0,18.9,13.9,1,fog,10/7/90,#N/A,#N/A,#N/A,#N/A,18.9
10/8/14,0,20.6,12.8,1.8,fog,10/8/90,#N/A,#N/A,#N/A,#N/A,20.6
10/9/14,0,17.2,11.1,1,fog,10/9/90,#N/A,#N/A,#N/A,#N/A,17.2
10/10/14,0.3,18.3,10,3.8,rain,10/10/90,#N/A,18.3,#N/A,#N/A,#N/A
10/11/14,7.4,18.3,11.7,3.5,rain,10/11/90,#N/A,18.3,#N/A,#N/A,#N/A
10/12/14,0,17.8,11.7,2.1,sun,10/12/90,#N/A,#N/A,17.8,#N/A,#N/A
10/13/14,7.6,21.1,10,3.1,rain,10/13/90,#N/A,21.1,#N/A,#N/A,#N/A
10/14/14,7.1,16.7,11.7,2.2,rain,10/14/90,#N/A,16.7,#N/A,#N/A,#N/A
10/15/14,8.6,16.1,11.7,4.7,rain,10/15/90,#N/A,16.1,#N/A,#N/A,#N/A
10/16/14,0,20.6,11.1,3.3,sun,10/16/90,#N/A,#N/A,20.6,#N/A,#N/A
10/17/14,3.3,16.7,11.7,3,rain,10/17/90,#N/A,16.7,#N/A,#N/A,#N/A
10/18/14,15,19.4,13.9,1.9,rain,10/18/90,#N/A,19.4,#N/A,#N/A,#N/A
10/19/14,0,22.2,12.8,3.2,sun,10/19/90,#N/A,#N/A,22.2,#N/A,#N/A
10/20/14,11.7,16.1,12.2,3.1,rain,10/20/90,#N/A,16.1,#N/A,#N/A,#N/A
10/21/14,1,16.1,11.7,4.7,rain,10/21/90,#N/A,16.1,#N/A,#N/A,#N/A
10/22/14,32,15.6,11.7,5,rain,10/22/90,#N/A,15.6,#N/A,#N/A,#N/A
10/23/14,9.4,14.4,8.3,4.6,rain,10/23/90,#N/A,14.4,#N/A,#N/A,#N/A
10/24/14,4.1,14.4,8.9,3.2,rain,10/24/90,#N/A,14.4,#N/A,#N/A,#N/A
10/25/14,6.1,16.7,8.3,5.4,rain,10/25/90,#N/A,16.7,#N/A,#N/A,#N/A
10/26/14,1.5,12.8,7.8,5,rain,10/26/90,#N/A,12.8,#N/A,#N/A,#N/A
10/27/14,0.8,15.6,6.7,2.4,rain,10/27/90,#N/A,15.6,#N/A,#N/A,#N/A
10/28/14,12.7,15,9.4,3.9,rain,10/28/90,#N/A,15,#N/A,#N/A,#N/A
10/29/14,0.5,16.7,11.7,3.1,rain,10/29/90,#N/A,16.7,#N/A,#N/A,#N/A
10/30/14,25.4,15.6,11.1,3.2,rain,10/30/90,#N/A,15.6,#N/A,#N/A,#N/A
10/31/14,17,12.8,8.3,2,rain,10/31/90,#N/A,12.8,#N/A,#N/A,#N/A
11/1/14,0,11.1,7.2,1.2,fog,11/1/90,#N/A,#N/A,#N/A,#N/A,11.1
11/2/14,1.8,13.3,7.2,2.9,rain,11/2/90,#N/A,13.3,#N/A,#N/A,#N/A
11/3/14,10.9,13.9,11.1,4.8,rain,11/3/90,#N/A,13.9,#N/A,#N/A,#N/A
11/4/14,4.1,14.4,10.6,3.3,rain,11/4/90,#N/A,14.4,#N/A,#N/A,#N/A
11/5/14,4.8,15,10.6,2.1,rain,11/5/90,#N/A,15,#N/A,#N/A,#N/A
11/6/14,4.1,16.7,10.6,6.7,rain,11/6/90,#N/A,16.7,#N/A,#N/A,#N/A
11/7/14,0,14.4,7.2,2.3,sun,11/7/90,#N/A,#N/A,14.4,#N/A,#N/A
11/8/14,0,12.8,3.9,0.8,fog,11/8/90,#N/A,#N/A,#N/A,#N/A,12.8
11/9/14,5.1,13.3,7.8,3,rain,11/9/90,#N/A,13.3,#N/A,#N/A,#N/A
11/10/14,0,11.1,5.6,3.9,sun,11/10/90,#N/A,#N/A,11.1,#N/A,#N/A
11/11/14,0,7.8,1.1,7.7,sun,11/11/90,#N/A,#N/A,7.8,#N/A,#N/A
11/12/14,0,6.7,0,7.6,sun,11/12/90,#N/A,#N/A,6.7,#N/A,#N/A
11/13/14,0,7.2,0.6,4.7,sun,11/13/90,#N/A,#N/A,7.2,#N/A,#N/A
11/14/14,0,7.2,-2.1,4.5,sun,11/14/90,#N/A,#N/A,7.2,#N/A,#N/A
11/15/14,0,8.3,-1.6,4.2,sun,11/15/90,#N/A,#N/A,8.3,#N/A,#N/A
11/16/14,0,9.4,-2.1,4.2,sun,11/16/90,#N/A,#N/A,9.4,#N/A,#N/A
11/17/14,0,10.6,-2.1,1.9,sun,11/17/90,#N/A,#N/A,10.6,#N/A,#N/A
